"COUNTRY","INDICATOR","FREQUENCY","TIME_PERIOD","OBS_VALUE","SCALE"
"Brazil","Revenue, General government, Percent of GDP","Annual","2012","36.958","Units"
"Brazil","Revenue, General government, Percent of GDP","Annual","2013","36.359","Units"
"Brazil","Revenue, General government, Percent of GDP","Annual","2014","35.151","Units"
"Brazil","Revenue, General government, Percent of GDP","Annual","2015","36.91","Units"
"Brazil","Revenue, General government, Percent of GDP","Annual","2016","37.513","Units"
"Brazil","Revenue, General government, Percent of GDP","Annual","2017","36.328","Units"
"Brazil","Revenue, General government, Percent of GDP","Annual","2018","37.191","Units"
"Brazil","Revenue, General government, Percent of GDP","Annual","2019","38.184","Units"
"Brazil","Revenue, General government, Percent of GDP","Annual","2020","34.542","Units"
"Brazil","Revenue, General government, Percent of GDP","Annual","2021","37.74","Units"
"Brazil","Revenue, General government, Percent of GDP","Annual","2022","39.481","Units"
"Brazil","Revenue, General government, Percent of GDP","Annual","2023","37.802","Units"
"Brazil","Revenue, General government, Percent of GDP","Annual","2024","39.304","Units"
"Brazil","Revenue, General government, Percent of GDP","Annual","2025","39.263","Units"
"China, People's Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2011","5.416","Units"
"China, People's Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2012","2.62","Units"
"China, People's Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2013","2.627","Units"
"China, People's Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2014","1.994","Units"
"China, People's Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2015","1.443","Units"
"China, People's Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2016","1.996","Units"
"China, People's Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2017","1.579","Units"
"China, People's Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2018","2.093","Units"
"China, People's Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2019","2.905","Units"
"China, People's Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2020","2.491","Units"
"China, People's Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2021","0.917","Units"
"China, People's Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2022","1.975","Units"
"China, People's Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2023","0.228","Units"
"China, People's Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2024","0.422","Units"
"China, People's Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2025","1.66","Units"
"China, People's Republic of","Revenue, General government, Percent of GDP","Annual","2011","27.021","Units"
"China, People's Republic of","Revenue, General government, Percent of GDP","Annual","2012","27.857","Units"
"China, People's Republic of","Revenue, General government, Percent of GDP","Annual","2013","27.728","Units"
"China, People's Republic of","Revenue, General government, Percent of GDP","Annual","2014","28.207","Units"
"China, People's Republic of","Revenue, General government, Percent of GDP","Annual","2015","29.009","Units"
"China, People's Republic of","Revenue, General government, Percent of GDP","Annual","2016","28.924","Units"
"China, People's Republic of","Revenue, General government, Percent of GDP","Annual","2017","29.232","Units"
"China, People's Republic of","Revenue, General government, Percent of GDP","Annual","2018","28.993","Units"
"China, People's Republic of","Revenue, General government, Percent of GDP","Annual","2019","28.051","Units"
"China, People's Republic of","Revenue, General government, Percent of GDP","Annual","2020","25.685","Units"
"China, People's Republic of","Revenue, General government, Percent of GDP","Annual","2021","26.641","Units"
"China, People's Republic of","Revenue, General government, Percent of GDP","Annual","2022","25.974","Units"
"China, People's Republic of","Revenue, General government, Percent of GDP","Annual","2023","26.226","Units"
"China, People's Republic of","Revenue, General government, Percent of GDP","Annual","2024","26.426","Units"
"China, People's Republic of","Revenue, General government, Percent of GDP","Annual","2025","26.568","Units"
"Egypt, Arab Republic of","Revenue, General government, Percent of GDP","Annual","2011","20.948","Units"
"Egypt, Arab Republic of","Revenue, General government, Percent of GDP","Annual","2012","19.72","Units"
"Egypt, Arab Republic of","Revenue, General government, Percent of GDP","Annual","2013","20.607","Units"
"Egypt, Arab Republic of","Revenue, General government, Percent of GDP","Annual","2014","23.169","Units"
"Egypt, Arab Republic of","Revenue, General government, Percent of GDP","Annual","2015","20.895","Units"
"Egypt, Arab Republic of","Revenue, General government, Percent of GDP","Annual","2016","19.172","Units"
"Egypt, Arab Republic of","Revenue, General government, Percent of GDP","Annual","2017","20.655","Units"
"Egypt, Arab Republic of","Revenue, General government, Percent of GDP","Annual","2018","19.656","Units"
"Egypt, Arab Republic of","Revenue, General government, Percent of GDP","Annual","2019","19.302","Units"
"Egypt, Arab Republic of","Revenue, General government, Percent of GDP","Annual","2020","18.227","Units"
"Egypt, Arab Republic of","Revenue, General government, Percent of GDP","Annual","2021","18.588","Units"
"Egypt, Arab Republic of","Revenue, General government, Percent of GDP","Annual","2022","18.922","Units"
"Egypt, Arab Republic of","Revenue, General government, Percent of GDP","Annual","2023","16.973","Units"
"Egypt, Arab Republic of","Revenue, General government, Percent of GDP","Annual","2024","16.638","Units"
"Egypt, Arab Republic of","Revenue, General government, Percent of GDP","Annual","2025","17.628","Units"
"Egypt, Arab Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2011","11.056","Units"
"Egypt, Arab Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2012","8.692","Units"
"Egypt, Arab Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2013","6.916","Units"
"Egypt, Arab Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2014","10.093","Units"
"Egypt, Arab Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2015","10.988","Units"
"Egypt, Arab Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2016","10.212","Units"
"Egypt, Arab Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2017","23.534","Units"
"Egypt, Arab Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2018","20.851","Units"
"Egypt, Arab Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2019","13.875","Units"
"Egypt, Arab Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2020","5.7","Units"
"Egypt, Arab Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2021","4.5","Units"
"Egypt, Arab Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2022","8.5","Units"
"Egypt, Arab Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2023","24.392","Units"
"Egypt, Arab Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2024","33.302","Units"
"Egypt, Arab Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2025","21.192","Units"
"Iran, Islamic Republic of","Revenue, General government, Percent of GDP","Annual","2011","16.136","Units"
"Iran, Islamic Republic of","Revenue, General government, Percent of GDP","Annual","2012","12.586","Units"
"Iran, Islamic Republic of","Revenue, General government, Percent of GDP","Annual","2013","12.476","Units"
"Iran, Islamic Republic of","Revenue, General government, Percent of GDP","Annual","2014","13.112","Units"
"Iran, Islamic Republic of","Revenue, General government, Percent of GDP","Annual","2015","14.823","Units"
"Iran, Islamic Republic of","Revenue, General government, Percent of GDP","Annual","2016","15.265","Units"
"Iran, Islamic Republic of","Revenue, General government, Percent of GDP","Annual","2017","15.504","Units"
"Iran, Islamic Republic of","Revenue, General government, Percent of GDP","Annual","2018","13.612","Units"
"Iran, Islamic Republic of","Revenue, General government, Percent of GDP","Annual","2019","9.657","Units"
"Iran, Islamic Republic of","Revenue, General government, Percent of GDP","Annual","2020","7.793","Units"
"Iran, Islamic Republic of","Revenue, General government, Percent of GDP","Annual","2021","10.989","Units"
"Iran, Islamic Republic of","Revenue, General government, Percent of GDP","Annual","2022","11.052","Units"
"Iran, Islamic Republic of","Revenue, General government, Percent of GDP","Annual","2023","11.616","Units"
"Iran, Islamic Republic of","Revenue, General government, Percent of GDP","Annual","2024","11.585","Units"
"Iran, Islamic Republic of","Revenue, General government, Percent of GDP","Annual","2025","11.598","Units"
"Iran, Islamic Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2011","25.309","Units"
"Iran, Islamic Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2012","29.31","Units"
"Iran, Islamic Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2013","32.853","Units"
"Iran, Islamic Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2014","14.532","Units"
"Iran, Islamic Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2015","11.146","Units"
"Iran, Islamic Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2016","6.843","Units"
"Iran, Islamic Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2017","8.235","Units"
"Iran, Islamic Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2018","26.916","Units"
"Iran, Islamic Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2019","34.787","Units"
"Iran, Islamic Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2020","36.458","Units"
"Iran, Islamic Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2021","40.187","Units"
"Iran, Islamic Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2022","45.75","Units"
"Iran, Islamic Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2023","40.692","Units"
"Iran, Islamic Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2024","31.667","Units"
"Iran, Islamic Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2025","29.5","Units"
"India","All Items, Consumer price index (CPI), Period average, percent change","Annual","2011","8.112","Units"
"India","All Items, Consumer price index (CPI), Period average, percent change","Annual","2012","10.049","Units"
"India","All Items, Consumer price index (CPI), Period average, percent change","Annual","2013","9.383","Units"
"India","All Items, Consumer price index (CPI), Period average, percent change","Annual","2014","5.833","Units"
"India","All Items, Consumer price index (CPI), Period average, percent change","Annual","2015","4.908","Units"
"India","All Items, Consumer price index (CPI), Period average, percent change","Annual","2016","4.525","Units"
"India","All Items, Consumer price index (CPI), Period average, percent change","Annual","2017","3.587","Units"
"India","All Items, Consumer price index (CPI), Period average, percent change","Annual","2018","3.414","Units"
"India","All Items, Consumer price index (CPI), Period average, percent change","Annual","2019","4.769","Units"
"India","All Items, Consumer price index (CPI), Period average, percent change","Annual","2020","6.165","Units"
"India","All Items, Consumer price index (CPI), Period average, percent change","Annual","2021","5.506","Units"
"India","All Items, Consumer price index (CPI), Period average, percent change","Annual","2022","6.653","Units"
"India","All Items, Consumer price index (CPI), Period average, percent change","Annual","2023","5.361","Units"
"India","All Items, Consumer price index (CPI), Period average, percent change","Annual","2024","4.374","Units"
"India","All Items, Consumer price index (CPI), Period average, percent change","Annual","2025","4.097","Units"
"India","Revenue, General government, Percent of GDP","Annual","2011","19.291","Units"
"India","Revenue, General government, Percent of GDP","Annual","2012","19.814","Units"
"India","Revenue, General government, Percent of GDP","Annual","2013","19.6","Units"
"India","Revenue, General government, Percent of GDP","Annual","2014","19.149","Units"
"India","Revenue, General government, Percent of GDP","Annual","2015","19.854","Units"
"India","Revenue, General government, Percent of GDP","Annual","2016","20.113","Units"
"India","Revenue, General government, Percent of GDP","Annual","2017","20.004","Units"
"India","Revenue, General government, Percent of GDP","Annual","2018","19.952","Units"
"India","Revenue, General government, Percent of GDP","Annual","2019","19.152","Units"
"India","Revenue, General government, Percent of GDP","Annual","2020","18.155","Units"
"India","Revenue, General government, Percent of GDP","Annual","2021","20.438","Units"
"India","Revenue, General government, Percent of GDP","Annual","2022","19.95","Units"
"India","Revenue, General government, Percent of GDP","Annual","2023","20.795","Units"
"India","Revenue, General government, Percent of GDP","Annual","2024","21.258","Units"
"India","Revenue, General government, Percent of GDP","Annual","2025","21.107","Units"
"Russian Federation","Revenue, General government, Percent of GDP","Annual","2011","34.693","Units"
"Russian Federation","Revenue, General government, Percent of GDP","Annual","2012","34.411","Units"
"Russian Federation","Revenue, General government, Percent of GDP","Annual","2013","33.49","Units"
"Russian Federation","Revenue, General government, Percent of GDP","Annual","2014","33.868","Units"
"Russian Federation","Revenue, General government, Percent of GDP","Annual","2015","31.887","Units"
"Russian Federation","Revenue, General government, Percent of GDP","Annual","2016","32.916","Units"
"Russian Federation","Revenue, General government, Percent of GDP","Annual","2017","33.361","Units"
"Russian Federation","Revenue, General government, Percent of GDP","Annual","2018","35.544","Units"
"Russian Federation","Revenue, General government, Percent of GDP","Annual","2019","35.682","Units"
"Russian Federation","Revenue, General government, Percent of GDP","Annual","2020","35.164","Units"
"Russian Federation","Revenue, General government, Percent of GDP","Annual","2021","35.44","Units"
"Russian Federation","Revenue, General government, Percent of GDP","Annual","2022","34.2","Units"
"Russian Federation","Revenue, General government, Percent of GDP","Annual","2023","34.257","Units"
"Russian Federation","Revenue, General government, Percent of GDP","Annual","2024","35.446","Units"
"Russian Federation","Revenue, General government, Percent of GDP","Annual","2025","36.466","Units"
"Russian Federation","All Items, Consumer price index (CPI), Period average, percent change","Annual","2011","8.44","Units"
"Russian Federation","All Items, Consumer price index (CPI), Period average, percent change","Annual","2012","5.075","Units"
"Russian Federation","All Items, Consumer price index (CPI), Period average, percent change","Annual","2013","6.754","Units"
"Russian Federation","All Items, Consumer price index (CPI), Period average, percent change","Annual","2014","7.823","Units"
"Russian Federation","All Items, Consumer price index (CPI), Period average, percent change","Annual","2015","15.534","Units"
"Russian Federation","All Items, Consumer price index (CPI), Period average, percent change","Annual","2016","7.042","Units"
"Russian Federation","All Items, Consumer price index (CPI), Period average, percent change","Annual","2017","3.683","Units"
"Russian Federation","All Items, Consumer price index (CPI), Period average, percent change","Annual","2018","2.878","Units"
"Russian Federation","All Items, Consumer price index (CPI), Period average, percent change","Annual","2019","4.47","Units"
"Russian Federation","All Items, Consumer price index (CPI), Period average, percent change","Annual","2020","3.382","Units"
"Russian Federation","All Items, Consumer price index (CPI), Period average, percent change","Annual","2021","6.694","Units"
"Russian Federation","All Items, Consumer price index (CPI), Period average, percent change","Annual","2022","13.75","Units"
"Russian Federation","All Items, Consumer price index (CPI), Period average, percent change","Annual","2023","5.859","Units"
"Russian Federation","All Items, Consumer price index (CPI), Period average, percent change","Annual","2024","7.861","Units"
"Russian Federation","All Items, Consumer price index (CPI), Period average, percent change","Annual","2025","5.915","Units"
"Saudi Arabia","All Items, Consumer price index (CPI), Period average, percent change","Annual","2011","3.744","Units"
"Saudi Arabia","All Items, Consumer price index (CPI), Period average, percent change","Annual","2012","2.866","Units"
"Saudi Arabia","All Items, Consumer price index (CPI), Period average, percent change","Annual","2013","3.53","Units"
"Saudi Arabia","All Items, Consumer price index (CPI), Period average, percent change","Annual","2014","2.236","Units"
"Saudi Arabia","All Items, Consumer price index (CPI), Period average, percent change","Annual","2015","1.206","Units"
"Saudi Arabia","All Items, Consumer price index (CPI), Period average, percent change","Annual","2016","2.069","Units"
"Saudi Arabia","All Items, Consumer price index (CPI), Period average, percent change","Annual","2017","-0.838","Units"
"Saudi Arabia","All Items, Consumer price index (CPI), Period average, percent change","Annual","2018","2.458","Units"
"Saudi Arabia","All Items, Consumer price index (CPI), Period average, percent change","Annual","2019","-2.093","Units"
"Saudi Arabia","All Items, Consumer price index (CPI), Period average, percent change","Annual","2020","3.445","Units"
"Saudi Arabia","All Items, Consumer price index (CPI), Period average, percent change","Annual","2021","3.063","Units"
"Saudi Arabia","All Items, Consumer price index (CPI), Period average, percent change","Annual","2022","2.474","Units"
"Saudi Arabia","All Items, Consumer price index (CPI), Period average, percent change","Annual","2023","2.327","Units"
"Saudi Arabia","All Items, Consumer price index (CPI), Period average, percent change","Annual","2024","1.744","Units"
"Saudi Arabia","All Items, Consumer price index (CPI), Period average, percent change","Annual","2025","1.888","Units"
"Saudi Arabia","Revenue, General government, Percent of GDP","Annual","2011","44.043","Units"
"Saudi Arabia","Revenue, General government, Percent of GDP","Annual","2012","44.808","Units"
"Saudi Arabia","Revenue, General government, Percent of GDP","Annual","2013","40.772","Units"
"Saudi Arabia","Revenue, General government, Percent of GDP","Annual","2014","36.182","Units"
"Saudi Arabia","Revenue, General government, Percent of GDP","Annual","2015","24.405","Units"
"Saudi Arabia","Revenue, General government, Percent of GDP","Annual","2016","20.799","Units"
"Saudi Arabia","Revenue, General government, Percent of GDP","Annual","2017","23.18","Units"
"Saudi Arabia","Revenue, General government, Percent of GDP","Annual","2018","28.526","Units"
"Saudi Arabia","Revenue, General government, Percent of GDP","Annual","2019","29.474","Units"
"Saudi Arabia","Revenue, General government, Percent of GDP","Annual","2020","28.388","Units"
"Saudi Arabia","Revenue, General government, Percent of GDP","Annual","2021","29.453","Units"
"Saudi Arabia","Revenue, General government, Percent of GDP","Annual","2022","30.773","Units"
"Saudi Arabia","Revenue, General government, Percent of GDP","Annual","2023","30.282","Units"
"Saudi Arabia","Revenue, General government, Percent of GDP","Annual","2024","29.685","Units"
"Saudi Arabia","Revenue, General government, Percent of GDP","Annual","2025","29.15","Units"
"South Africa","All Items, Consumer price index (CPI), Period average, percent change","Annual","2011","4.993","Units"
"South Africa","All Items, Consumer price index (CPI), Period average, percent change","Annual","2012","5.648","Units"
"South Africa","All Items, Consumer price index (CPI), Period average, percent change","Annual","2013","5.742","Units"
"South Africa","All Items, Consumer price index (CPI), Period average, percent change","Annual","2014","6.104","Units"
"South Africa","All Items, Consumer price index (CPI), Period average, percent change","Annual","2015","4.588","Units"
"South Africa","All Items, Consumer price index (CPI), Period average, percent change","Annual","2016","6.333","Units"
"South Africa","All Items, Consumer price index (CPI), Period average, percent change","Annual","2017","5.279","Units"
"South Africa","All Items, Consumer price index (CPI), Period average, percent change","Annual","2018","4.612","Units"
"South Africa","All Items, Consumer price index (CPI), Period average, percent change","Annual","2019","4.121","Units"
"South Africa","All Items, Consumer price index (CPI), Period average, percent change","Annual","2020","3.275","Units"
"South Africa","All Items, Consumer price index (CPI), Period average, percent change","Annual","2021","4.556","Units"
"South Africa","All Items, Consumer price index (CPI), Period average, percent change","Annual","2022","6.869","Units"
"South Africa","All Items, Consumer price index (CPI), Period average, percent change","Annual","2023","5.9","Units"
"South Africa","All Items, Consumer price index (CPI), Period average, percent change","Annual","2024","4.703","Units"
"South Africa","All Items, Consumer price index (CPI), Period average, percent change","Annual","2025","4.472","Units"
"South Africa","Revenue, General government, Percent of GDP","Annual","2011","24.375","Units"
"South Africa","Revenue, General government, Percent of GDP","Annual","2012","24.579","Units"
"South Africa","Revenue, General government, Percent of GDP","Annual","2013","25.006","Units"
"South Africa","Revenue, General government, Percent of GDP","Annual","2014","25.395","Units"
"South Africa","Revenue, General government, Percent of GDP","Annual","2015","25.79","Units"
"South Africa","Revenue, General government, Percent of GDP","Annual","2016","26.184","Units"
"South Africa","Revenue, General government, Percent of GDP","Annual","2017","25.844","Units"
"South Africa","Revenue, General government, Percent of GDP","Annual","2018","26.42","Units"
"South Africa","Revenue, General government, Percent of GDP","Annual","2019","26.322","Units"
"South Africa","Revenue, General government, Percent of GDP","Annual","2020","24.994","Units"
"South Africa","Revenue, General government, Percent of GDP","Annual","2021","27.018","Units"
"South Africa","Revenue, General government, Percent of GDP","Annual","2022","27.624","Units"
"South Africa","Revenue, General government, Percent of GDP","Annual","2023","26.778","Units"
"South Africa","Revenue, General government, Percent of GDP","Annual","2024","26.956","Units"
"South Africa","Revenue, General government, Percent of GDP","Annual","2025","27.033","Units"
"United Arab Emirates","All Items, Consumer price index (CPI), Period average, percent change","Annual","2011","0.876","Units"
"United Arab Emirates","All Items, Consumer price index (CPI), Period average, percent change","Annual","2012","0.663","Units"
"United Arab Emirates","All Items, Consumer price index (CPI), Period average, percent change","Annual","2013","1.104","Units"
"United Arab Emirates","All Items, Consumer price index (CPI), Period average, percent change","Annual","2014","2.346","Units"
"United Arab Emirates","All Items, Consumer price index (CPI), Period average, percent change","Annual","2015","4.068","Units"
"United Arab Emirates","All Items, Consumer price index (CPI), Period average, percent change","Annual","2016","1.619","Units"
"United Arab Emirates","All Items, Consumer price index (CPI), Period average, percent change","Annual","2017","1.966","Units"
"United Arab Emirates","All Items, Consumer price index (CPI), Period average, percent change","Annual","2018","3.071","Units"
"United Arab Emirates","All Items, Consumer price index (CPI), Period average, percent change","Annual","2019","-1.934","Units"
"United Arab Emirates","All Items, Consumer price index (CPI), Period average, percent change","Annual","2020","-2.076","Units"
"United Arab Emirates","All Items, Consumer price index (CPI), Period average, percent change","Annual","2021","-0.113","Units"
"United Arab Emirates","All Items, Consumer price index (CPI), Period average, percent change","Annual","2022","4.827","Units"
"United Arab Emirates","All Items, Consumer price index (CPI), Period average, percent change","Annual","2023","1.623","Units"
"United Arab Emirates","All Items, Consumer price index (CPI), Period average, percent change","Annual","2024","2.3","Units"
"United Arab Emirates","All Items, Consumer price index (CPI), Period average, percent change","Annual","2025","2.1","Units"
"United Arab Emirates","Revenue, General government, Percent of GDP","Annual","2011","35.459","Units"
"United Arab Emirates","Revenue, General government, Percent of GDP","Annual","2012","37.153","Units"
"United Arab Emirates","Revenue, General government, Percent of GDP","Annual","2013","37.744","Units"
"United Arab Emirates","Revenue, General government, Percent of GDP","Annual","2014","34.039","Units"
"United Arab Emirates","Revenue, General government, Percent of GDP","Annual","2015","20.683","Units"
"United Arab Emirates","Revenue, General government, Percent of GDP","Annual","2016","29.723","Units"
"United Arab Emirates","Revenue, General government, Percent of GDP","Annual","2017","27.972","Units"
"United Arab Emirates","Revenue, General government, Percent of GDP","Annual","2018","30.461","Units"
"United Arab Emirates","Revenue, General government, Percent of GDP","Annual","2019","31.039","Units"
"United Arab Emirates","Revenue, General government, Percent of GDP","Annual","2020","28.662","Units"
"United Arab Emirates","Revenue, General government, Percent of GDP","Annual","2021","30.423","Units"
"United Arab Emirates","Revenue, General government, Percent of GDP","Annual","2022","33.107","Units"
"United Arab Emirates","Revenue, General government, Percent of GDP","Annual","2023","28.231","Units"
"United Arab Emirates","Revenue, General government, Percent of GDP","Annual","2024","28.293","Units"
"United Arab Emirates","Revenue, General government, Percent of GDP","Annual","2025","28.007","Units"
